Date of Joining,Gender,Job Division,WFH Setup Available,Designation Grade,Resource Allocation,Mental Fatigue Score,Burn Rate
29-07-2008,Female,Product,Yes,3,4,5.2,0.44
28-08-2008,Male,Service,No,3,7,9.2,0.77
22-08-2008,Male,Service,Yes,4,,7.3,0.56
07-07-2008,Female,Product,Yes,3,5,6,
06-11-2008,Female,Service,Yes,1,4,3.7,0.3
23-11-2008,Male,Service,No,1,5,7.1,0.54
30-08-2008,Female,Service,No,4,7,7,0.68
26-03-2008,Female,Service,Yes,3,4,5.9,0.48
10-11-2008,Female,Service,No,2,6,6.7,0.52
17-02-2008,Female,Product,No,2,5,6.8,0.53
01-04-2008,Female,Service,No,2,3,6.3,0.48
14-08-2008,Female,Service,No,3,8,8.6,0.7
05-11-2008,Male,Service,No,0,1,1.8,0.13
06-10-2008,Male,Service,Yes,2,3,5.2,0.32
14-10-2008,Male,Service,Yes,1,,5.8,0.43
07-10-2008,Female,Service,No,2,5,5.9,0.52
09-02-2008,Male,Product,Yes,3,6,7.5,0.6
19-07-2008,Female,Service,Yes,1,3,4,0.3
25-03-2008,Male,Service,Yes,0,1,3.4,0.27
08-08-2008,Male,Product,Yes,1,3,4.2,0.3
31-05-2008,Male,Service,No,4,8,7.9,0.72
13-01-2008,Female,Service,Yes,2,5,5.7,0.42
24-02-2008,Female,Product,Yes,3,5,5.5,0.39
22-10-2008,Female,Service,Yes,0,1,2.8,0.16
24-09-2008,Male,Service,Yes,2,3,7.3,0.5
09-11-2008,Female,Service,No,2,4,7.8,0.61
14-09-2008,Female,Service,No,3,6,5.2,0.48
31-07-2008,Female,Product,No,2,3,4.3,0.2
18-04-2008,Female,Product,No,1,2,3.1,0.17
30-06-2008,Male,Service,No,2,5,7.9,0.66
15-04-2008,Female,Service,Yes,3,6,4.7,0.34
25-05-2008,Male,Service,Yes,3,5,7.9,0.67
15-03-2008,Male,Service,No,3,7,7.2,0.57
13-05-2008,Male,Product,No,2,3,4.9,
13-01-2008,Male,Service,No,2,6,6.4,0.51
25-09-2008,Male,Product,No,2,4,6.7,0.57
23-06-2008,Female,Product,No,4,8,7.2,0.68
23-09-2008,Female,Product,Yes,1,2,4.5,0.23
17-03-2008,Female,Product,No,4,7,8.4,0.67
02-10-2008,Female,Service,Yes,2,5,8,0.59
05-06-2008,Female,Service,Yes,1,3,4.7,0.41
20-01-2008,Female,Service,No,4,7,,0.62
29-06-2008,Male,Service,No,3,7,5.6,0.52
18-11-2008,Female,Service,No,3,5,7.5,0.53
03-12-2008,Male,Product,No,2,3,2,
18-10-2008,Male,Service,No,1,4,6.9,0.55
28-03-2008,Male,Service,Yes,0,1,1.1,0.06
28-11-2008,Male,Product,No,2,6,7.9,0.68
24-04-2008,Male,Product,No,4,7,5.8,
18-06-2008,Female,Product,Yes,1,,3.6,0.3
24-07-2008,Male,Service,No,3,7,7.7,0.61
23-06-2008,Male,Product,No,4,7,6.7,0.6
22-07-2008,Male,Service,No,3,,7.1,0.54
06-01-2008,Male,Service,Yes,3,6,7.6,0.6
18-03-2008,Male,Product,Yes,3,5,5.8,0.46
26-01-2008,Male,Product,No,2,4,5.1,0.32
10-07-2008,Male,Service,Yes,0,1,3.3,0.14
02-08-2008,Male,Service,No,2,5,6.5,0.52
08-05-2008,Female,Service,Yes,2,,3.4,0.18
28-04-2008,Female,Service,Yes,0,1,4.5,0.27
14-10-2008,Male,Service,Yes,2,7,8.7,0.7
06-04-2008,Female,Service,Yes,0,1,,0.06
09-01-2008,Female,Product,No,4,6,6,0.53
16-06-2008,Male,Product,Yes,1,3,5.7,
08-11-2008,Male,Product,Yes,1,4,5.6,0.5
29-01-2008,Male,Product,Yes,1,,0.1,
26-12-2008,Female,Product,Yes,2,4,5.7,0.39
20-05-2008,Female,Service,No,1,,3.6,0.24
11-03-2008,Female,Service,No,1,2,3.6,
05-02-2008,Female,Product,No,3,4,5.6,0.43
23-06-2008,Female,Product,Yes,3,6,7.7,0.57
12-07-2008,Female,Service,Yes,1,4,5.7,0.37
20-08-2008,Female,Product,No,2,4,5.6,0.36
16-04-2008,Male,Service,No,0,1,1.4,0.08
28-09-2008,Female,Product,No,1,1,,0.06
14-03-2008,Male,Service,Yes,1,1,,0.27
13-05-2008,Male,Service,No,2,4,5.4,0.43
21-04-2008,Male,Service,No,5,10,9,
23-01-2008,Female,Service,No,3,6,8.4,0.68
29-12-2008,Female,Service,Yes,3,6,4.7,0.3
27-07-2008,Female,Service,Yes,2,5,6.1,0.45
30-12-2008,Male,Product,Yes,3,4,,0.48
23-12-2008,Female,Service,Yes,2,4,5.9,0.39
04-09-2008,Female,Service,No,3,6,6.1,0.52
11-03-2008,Male,Product,No,2,4,6,0.52
21-12-2008,Female,Product,Yes,0,2,2.3,0.14
12-06-2008,Female,Service,Yes,3,7,8.7,0.81
23-07-2008,Female,Service,No,2,3,5.4,0.5
16-12-2008,Male,Service,No,3,6,7,0.49
09-09-2008,Female,Service,No,2,5,7.5,0.63
15-06-2008,Female,Service,Yes,3,7,,0.66
09-04-2008,Female,Product,Yes,2,3,,0.24
11-11-2008,Male,Service,Yes,3,5,5.4,0.35
02-09-2008,Male,Service,Yes,3,7,6.7,0.52
13-09-2008,Male,Product,Yes,2,3,5.6,0.41
26-10-2008,Male,Service,Yes,3,6,5.8,0.53
16-12-2008,Male,Service,No,2,3,3.9,0.3
13-10-2008,Female,Service,Yes,1,3,4.2,0.24
23-03-2008,Female,Service,Yes,2,3,,0.26
13-06-2008,Female,Service,No,3,7,,
18-10-2008,Female,Service,Yes,3,5,6.9,0.5
02-09-2008,Male,Product,No,2,4,4.6,
07-01-2008,Male,Product,No,4,7,6,0.55
12-06-2008,Male,Service,No,1,2,5.8,0.33
12-09-2008,Female,Service,Yes,3,,5.6,
02-02-2008,Female,Product,Yes,1,1,1.8,0.11
26-09-2008,Female,Product,Yes,3,4,6.7,0.48
29-06-2008,Female,Service,No,4,6,8.2,0.65
23-05-2008,Male,Service,Yes,4,,,0.74
05-08-2008,Male,Service,Yes,1,,0.1,0
15-07-2008,Male,Service,No,4,6,7.8,0.67
19-06-2008,Female,Service,No,3,,6.7,0.61
29-08-2008,Male,Service,No,2,5,7.1,0.57
19-03-2008,Male,Service,No,4,6,7.5,0.59
27-06-2008,Female,Service,Yes,2,5,5.9,0.43
11-08-2008,Female,Service,Yes,3,5,4.8,0.39
20-01-2008,Female,Product,No,0,1,3,
15-07-2008,Male,Service,Yes,0,1,1.9,0.04
18-02-2008,Female,Service,Yes,3,5,,0.34
19-02-2008,Male,Service,No,4,6,6.9,0.69
23-04-2008,Female,Product,No,2,,5,0.38
12-05-2008,Female,Service,Yes,2,4,5.1,
05-11-2008,Female,Service,Yes,2,4,4.6,0.3
22-08-2008,Female,Service,Yes,3,6,5.1,0.44
12-06-2008,Male,Product,Yes,3,7,8.6,0.73
22-05-2008,Male,Service,No,1,1,1.2,0.03
03-05-2008,Male,Service,Yes,1,3,5.2,0.38
28-11-2008,Female,Service,Yes,2,4,3.5,0.14
30-05-2008,Male,Service,No,4,8,6.9,0.53
26-05-2008,Female,Product,No,3,5,6.6,0.58
27-01-2008,Male,Product,No,2,5,4,0.33
26-03-2008,Female,Product,Yes,2,3,2.2,0.14
22-04-2008,Male,Product,Yes,2,5,4.1,0.3
25-08-2008,Male,Service,Yes,2,2,4.4,0.29
08-08-2008,Female,Product,No,1,3,4.5,0.32
02-10-2008,Female,Service,No,3,6,8.5,0.83
09-09-2008,Male,Service,No,2,6,8.2,0.65
12-04-2008,Male,Product,No,0,1,,0.1
22-04-2008,Male,Service,Yes,2,4,6.6,0.44
09-03-2008,Male,Service,Yes,0,1,3.4,0.17
12-04-2008,Male,Product,No,4,8,7.9,0.65
02-06-2008,Male,Service,No,2,5,6.9,0.51
10-08-2008,Female,Product,No,0,1,4.1,0.29
14-03-2008,Female,Service,Yes,1,3,6.1,0.44
07-03-2008,Male,Service,Yes,2,4,4.5,0.39
15-07-2008,Female,Service,No,3,,,0.38
26-10-2008,Male,Service,Yes,2,4,5.4,0.33
10-07-2008,Female,Service,No,1,3,5,0.43
10-06-2008,Male,Service,Yes,4,7,8.3,0.68
27-02-2008,Male,Product,Yes,3,5,4.6,0.32
29-06-2008,Male,Product,No,2,4,7.7,0.56
15-04-2008,Male,Service,Yes,1,2,2.5,0.17
02-09-2008,Female,Service,Yes,1,1,2.1,0.1
02-01-2008,Female,Service,No,2,4,4.7,0.29
27-07-2008,Female,Service,Yes,2,3,3.8,0.18
10-04-2008,Male,Product,No,4,8,7.5,0.76
10-12-2008,Male,Product,No,2,1,0.9,0.07
02-10-2008,Male,Service,No,4,7,8,0.71
11-06-2008,Female,Product,No,0,1,2.6,0.1
15-01-2008,Male,Service,Yes,1,1,,0.19
09-01-2008,Female,Product,Yes,0,1,2.5,
25-08-2008,Female,Product,Yes,3,4,5.3,0.49
28-09-2008,Male,Service,Yes,3,6,7.4,0.52
22-09-2008,Female,Service,No,1,4,6.6,0.49
11-03-2008,Female,Product,No,1,1,3.5,0.28
17-02-2008,Male,Product,No,2,3,6.9,0.46
09-02-2008,Female,Service,Yes,2,7,9,0.74
12-02-2008,Female,Product,Yes,2,4,5.1,0.35
11-11-2008,Male,Service,No,4,8,,
10-05-2008,Male,Product,Yes,2,5,4.4,0.38
28-06-2008,Male,Product,No,2,5,6.5,0.6
01-07-2008,Male,Product,No,5,10,9.4,0.83
12-01-2008,Female,Service,Yes,3,6,9.1,0.8
19-09-2008,Female,Product,Yes,2,4,6.8,0.47
13-11-2008,Female,Product,Yes,2,5,5.6,0.36
04-06-2008,Male,Service,No,4,6,6.8,0.51
02-05-2008,Female,Service,Yes,1,2,,0.2
18-02-2008,Female,Service,No,2,6,7.1,0.55
14-12-2008,Female,Service,No,2,3,2.1,0.15
14-11-2008,Male,Product,Yes,2,2,2.7,0.14
12-05-2008,Female,Service,Yes,2,4,4.9,0.26
30-04-2008,Female,Service,No,3,5,6.9,0.46
07-04-2008,Male,Product,No,1,2,,0.41
13-02-2008,Female,Product,No,3,5,5.6,0.44
14-11-2008,Female,Service,Yes,1,2,,0.41
10-08-2008,Male,Service,No,0,1,4.1,0.26
21-04-2008,Female,Service,No,3,4,6,0.44
05-12-2008,Male,Product,Yes,0,1,2.2,0.08
05-10-2008,Male,Service,No,1,2,1.5,0.02
02-07-2008,Male,Product,No,4,8,7.7,0.79
11-06-2008,Female,Service,Yes,2,4,2.8,0.2
02-12-2008,Male,Service,No,4,8,7.5,0.63
19-10-2008,Male,Service,Yes,2,,6.9,0.53
27-06-2008,Male,Product,Yes,2,4,,0.48
20-02-2008,Female,Service,No,2,4,5.4,0.35
21-02-2008,Female,Service,Yes,3,,,0.31
06-10-2008,Male,Service,No,2,6,8,0.76
26-05-2008,Female,Service,Yes,1,2,5,0.38
11-02-2008,Female,Product,Yes,1,3,3.9,0.32
04-02-2008,Female,Service,Yes,0,2,2.6,0.12
28-06-2008,Male,Service,No,4,6,7.7,0.6
15-05-2008,Female,Product,No,2,5,4.7,0.43
01-11-2008,Female,Product,Yes,1,3,,0.24
11-01-2008,Female,Service,No,3,6,7.5,0.57
31-12-2008,Female,Service,Yes,3,5,5.3,0.48
09-10-2008,Female,Product,No,5,8,8.5,0.83
30-04-2008,Female,Service,Yes,3,6,4.3,0.35
11-03-2008,Female,Service,Yes,3,6,6.9,0.52
20-05-2008,Female,Service,Yes,1,2,4.7,0.23
19-09-2008,Male,Service,Yes,3,5,4.7,0.32
18-04-2008,Female,Product,Yes,1,3,2.5,0.16
31-10-2008,Female,Product,No,3,5,6.8,0.59
26-10-2008,Male,Service,Yes,2,4,6.8,0.57
24-11-2008,Female,Service,No,4,8,7,0.7
21-06-2008,Male,Product,Yes,0,1,1.9,0.13
01-12-2008,Female,Product,Yes,0,1,,0.24
10-12-2008,Male,Service,Yes,1,2,6.4,0.47
21-09-2008,Female,Product,Yes,1,2,6.9,0.46
21-12-2008,Female,Product,No,3,5,6.3,0.59
28-01-2008,Female,Service,Yes,2,5,5.6,0.44
12-01-2008,Female,Service,Yes,2,4,,0.41
09-04-2008,Male,Product,Yes,1,2,0.2,0
12-01-2008,Male,Product,Yes,1,3,5,0.34
19-07-2008,Female,Service,No,2,,5.9,0.36
09-02-2008,Male,Product,Yes,1,1,2.1,0.06
29-08-2008,Male,Service,No,3,5,7.9,0.62
08-03-2008,Female,Service,Yes,2,4,4.3,0.38
24-11-2008,Male,Service,No,1,3,4.7,0.41
16-03-2008,Female,Service,No,3,4,6.1,0.39
31-01-2008,Female,Service,Yes,1,3,5.4,0.36
20-10-2008,Male,Service,No,1,3,6.7,0.57
18-11-2008,Female,Product,No,3,5,6.4,0.53
26-04-2008,Male,Service,No,2,5,7.9,0.65
01-04-2008,Male,Service,Yes,0,1,3.3,0.16
19-09-2008,Male,Service,Yes,1,3,5.6,0.5
18-09-2008,Male,Service,Yes,3,7,6.4,0.51
14-12-2008,Male,Service,No,3,7,8.9,0.73
27-11-2008,Male,Product,Yes,0,2,2.4,0.15
05-08-2008,Female,Service,Yes,1,4,7,0.48
10-12-2008,Female,Product,Yes,1,2,3.9,0.24
29-09-2008,Female,Service,Yes,1,2,2.1,0.06
08-08-2008,Male,Service,No,2,,8.2,0.64
11-11-2008,Male,Service,Yes,3,6,7.6,0.57
14-09-2008,Male,Product,No,2,4,5.4,0.42
05-07-2008,Male,Product,No,4,9,9.2,
27-10-2008,Female,Service,No,2,5,,0.37
29-02-2008,Male,Service,No,3,5,5,0.39
22-11-2008,Female,Product,Yes,1,4,4.5,0.31
21-07-2008,Male,Service,Yes,0,2,2.1,0.17
19-09-2008,Female,Service,No,5,9,9.2,0.85
01-11-2008,Male,Product,Yes,2,5,6.8,0.47
01-02-2008,Male,Service,No,2,5,,0.57
12-12-2008,Male,Service,No,4,9,9.1,0.75
16-06-2008,Female,Service,Yes,2,7,8.5,0.7
11-05-2008,Female,Service,No,0,1,0.8,0.06
20-03-2008,Female,Product,No,3,7,8.5,0.66
04-04-2008,Male,Service,No,1,2,5,0.28
12-12-2008,Female,Product,No,2,5,6,0.57
18-07-2008,Female,Product,Yes,1,,4.3,0.21
20-11-2008,Male,Service,No,2,4,7.3,0.56
10-12-2008,Male,Product,No,2,,7.3,0.61
29-01-2008,Female,Service,Yes,2,5,6.9,0.48
16-09-2008,Female,Product,No,3,5,8.3,0.66
01-10-2008,Male,Service,No,2,3,6.1,0.37
10-11-2008,Female,Product,No,1,1,2.6,0.07
22-05-2008,Female,Product,Yes,3,4,4.3,0.35
21-12-2008,Female,Service,No,0,1,2.8,0.11
28-10-2008,Female,Service,No,0,,4.3,0.31
22-09-2008,Female,Service,Yes,2,5,5.1,0.43
16-08-2008,Male,Product,No,2,6,6.9,0.69
19-06-2008,Male,Service,No,3,6,,0.77
10-02-2008,Female,Product,Yes,2,4,5.7,
21-09-2008,Female,Service,Yes,1,3,5.6,0.45
24-03-2008,Female,Service,No,2,6,8.1,0.63
10-11-2008,Female,Product,No,4,8,9.3,0.77
20-09-2008,Male,Service,Yes,1,,4.3,0.35
25-02-2008,Female,Product,Yes,2,2,2.2,0.1
29-09-2008,Male,Product,Yes,2,4,,0.34
29-02-2008,Male,Service,No,5,10,10,0.94
21-10-2008,Female,Service,No,3,6,5.9,0.55
20-02-2008,Male,Service,Yes,1,1,4.9,0.29
30-01-2008,Female,Service,Yes,3,6,6.7,0.46
21-07-2008,Female,Service,No,2,4,6.1,0.6
13-06-2008,Female,Service,Yes,2,4,,0.4
11-04-2008,Male,Service,No,1,4,,0.42
10-09-2008,Male,Product,Yes,3,8,8.6,0.84
26-03-2008,Female,Service,Yes,1,3,4.3,0.34
19-06-2008,Male,Service,Yes,1,4,4.4,0.34
31-08-2008,Female,Service,No,2,4,1.8,0.12
12-02-2008,Male,Service,Yes,2,5,5.5,0.38
19-04-2008,Male,Service,Yes,3,6,6.2,0.51
25-09-2008,Male,Service,Yes,3,4,6.9,0.46
09-12-2008,Male,Service,Yes,3,4,5.8,0.47
29-08-2008,Female,Product,Yes,2,2,3.7,0.24
19-10-2008,Male,Service,No,4,9,7.6,0.73
11-10-2008,Female,Product,Yes,3,5,5.6,0.44
05-01-2008,Male,Product,Yes,2,5,6.3,
05-04-2008,Female,Product,No,1,4,5.5,0.34
20-03-2008,Female,Product,No,1,3,2.7,0.22
04-05-2008,Female,Service,No,3,6,8.2,0.67
29-10-2008,Male,Service,No,5,9,10,0.99
14-12-2008,Female,Service,No,4,8,9.7,0.93
13-09-2008,Female,Service,Yes,1,3,3.9,0.21
31-07-2008,Male,Product,Yes,2,4,5.2,0.36
19-01-2008,Female,Service,Yes,3,4,,0.5
27-02-2008,Female,Service,Yes,2,4,3.7,0.25
22-06-2008,Female,Service,Yes,3,5,5.3,0.34
25-01-2008,Male,Service,Yes,4,8,7.8,0.65
11-01-2008,Female,Service,Yes,1,2,1.6,0.06
18-09-2008,Female,Service,Yes,0,1,1.9,0.12
05-07-2008,Female,Product,Yes,2,4,4.3,0.36
08-08-2008,Male,Product,Yes,2,3,3.7,0.29
21-01-2008,Female,Service,No,2,5,7.2,
16-03-2008,Male,Service,Yes,2,5,4.5,0.34
17-08-2008,Female,Product,Yes,2,,3.9,0.24
11-02-2008,Female,Service,No,3,5,7.7,0.68
03-02-2008,Male,Service,No,2,5,7,0.57
08-04-2008,Female,Product,Yes,3,4,5.3,0.45
11-07-2008,Female,Product,Yes,2,5,6.4,0.48
26-04-2008,Male,Service,Yes,2,4,6.1,0.39
11-09-2008,Female,Service,Yes,2,4,4.8,0.29
06-09-2008,Female,Service,Yes,3,8,8.3,0.75
23-04-2008,Male,Service,No,1,1,3.6,0.26
11-11-2008,Male,Service,Yes,0,1,,0.17
01-12-2008,Male,Product,No,3,6,6.5,0.53
03-01-2008,Male,Product,No,3,5,7.3,0.64
20-04-2008,Male,Service,Yes,4,6,8,0.63
12-01-2008,Female,Service,Yes,1,,3.6,0.23
04-06-2008,Female,Service,Yes,1,2,6.2,0.41
02-10-2008,Female,Service,No,2,6,5.9,0.53
12-07-2008,Male,Service,Yes,2,6,7.7,0.65
17-02-2008,Male,Product,Yes,2,6,5.6,0.52
17-02-2008,Male,Product,Yes,1,3,4.9,0.29
09-08-2008,Female,Service,Yes,2,3,4.4,0.33
24-05-2008,Male,Product,No,3,7,6.9,0.54
19-03-2008,Female,Service,Yes,3,5,6.4,0.45
22-02-2008,Female,Service,Yes,2,5,5.5,0.49
22-02-2008,Male,Service,Yes,0,,,0
17-11-2008,Male,Service,Yes,1,4,5.7,0.38
16-03-2008,Female,Service,Yes,0,1,0.4,0
03-10-2008,Female,Product,Yes,2,6,6.7,0.51
25-05-2008,Female,Service,No,2,4,7,0.58
16-06-2008,Male,Service,Yes,2,3,,0.49
16-08-2008,Female,Product,No,3,6,7.6,0.6
04-03-2008,Female,Service,No,4,7,6.5,0.6
26-10-2008,Male,Product,No,3,5,6.3,0.51
20-10-2008,Female,Service,Yes,1,2,0.9,0.04
30-08-2008,Female,Product,Yes,2,4,3.6,0.3
11-04-2008,Female,Service,Yes,2,5,5.6,0.33
24-04-2008,Female,Product,No,4,6,6.6,0.63
19-01-2008,Male,Service,No,2,4,6,0.55
11-12-2008,Male,Product,No,3,6,7.1,0.52
21-09-2008,Female,Service,Yes,2,3,4.9,0.25
02-01-2008,Male,Service,Yes,2,3,5.2,0.44
16-11-2008,Male,Product,Yes,3,7,7.8,0.7
10-05-2008,Male,Product,Yes,3,6,7.6,0.58
24-10-2008,Female,Service,No,1,3,5.2,0.33
23-06-2008,Female,Service,No,1,3,3.8,0.23
10-10-2008,Male,Service,Yes,3,7,7.6,0.61
03-12-2008,Male,Product,Yes,2,3,5.6,0.43
17-08-2008,Female,Product,Yes,1,3,4.3,0.36
01-03-2008,Female,Service,Yes,1,3,5.6,0.47
27-06-2008,Female,Service,No,4,6,5.9,0.55
13-11-2008,Female,Product,Yes,2,6,8.8,0.7
09-08-2008,Female,Product,No,1,,2.7,0.22
16-08-2008,Male,Service,No,4,8,8.2,0.83
25-07-2008,Female,Service,No,1,1,2.5,
19-07-2008,Female,Service,Yes,2,3,5.7,0.5
30-03-2008,Female,Product,Yes,3,4,4.9,0.44
05-03-2008,Male,Service,No,2,5,7.2,0.55
25-12-2008,Female,Product,No,4,8,8.6,0.83
16-04-2008,Male,Service,Yes,3,6,7.8,0.6
16-05-2008,Male,Service,No,3,6,8.2,0.7
11-08-2008,Male,Service,No,2,4,7.2,0.6
09-11-2008,Male,Product,Yes,1,3,4.8,0.42
03-05-2008,Male,Product,No,2,4,7.7,0.57
17-09-2008,Male,Service,Yes,1,3,4.3,0.32
15-07-2008,Male,Service,Yes,3,7,7.2,0.56
13-08-2008,Male,Service,Yes,1,1,4.3,0.26
30-03-2008,Male,Service,Yes,3,5,6.3,0.46
23-05-2008,Female,Product,Yes,0,1,3.8,0.16
20-08-2008,Male,Product,No,3,5,,0.61
06-05-2008,Male,Product,No,1,1,4.7,0.28
29-04-2008,Female,Service,No,2,5,5.6,0.52
06-07-2008,Female,Service,Yes,1,3,4.8,0.24
27-03-2008,Female,Product,Yes,1,4,5.2,0.35
06-08-2008,Male,Service,Yes,4,8,8.9,
21-01-2008,Female,Product,Yes,3,4,,0.36
12-11-2008,Male,Service,No,3,5,5.6,0.41
31-10-2008,Male,Product,No,0,1,3,0.23
18-02-2008,Female,Product,Yes,4,8,,0.77
03-03-2008,Male,Service,Yes,1,1,2.6,0.21
27-04-2008,Male,Service,No,2,6,7.2,0.68
06-05-2008,Female,Service,Yes,0,1,3.6,0.27
13-09-2008,Male,Product,No,2,5,5.5,0.33
26-01-2008,Female,Service,No,5,10,7.8,0.76
16-04-2008,Male,Service,Yes,2,3,3.1,0.19
27-11-2008,Male,Service,Yes,2,4,6.3,0.54
18-11-2008,Female,Service,No,3,4,7.1,0.5
26-04-2008,Female,Service,No,4,9,8.8,0.95
15-06-2008,Male,Service,Yes,3,6,6.2,
01-03-2008,Female,Service,No,2,4,6.2,0.47
06-03-2008,Female,Service,Yes,2,3,3.3,0.27
22-03-2008,Male,Product,Yes,3,,9.2,0.82
02-04-2008,Male,Service,No,3,7,8,0.63
16-05-2008,Female,Product,Yes,2,2,2.7,0.2
04-05-2008,Male,Product,Yes,3,4,4.1,0.32
30-12-2008,Male,Product,No,4,8,8.2,
30-07-2008,Female,Product,Yes,1,4,4.2,0.31
07-01-2008,Male,Product,No,2,4,6.1,0.51
01-12-2008,Male,Product,No,4,7,7.3,0.73
10-10-2008,Female,Service,Yes,2,3,,0.36
09-09-2008,Female,Product,No,3,5,7,0.47
31-08-2008,Male,Service,Yes,1,2,5.4,0.33
25-06-2008,Male,Service,No,5,8,7.4,0.74
29-01-2008,Female,Service,Yes,0,1,4.5,0.29
02-09-2008,Female,Service,No,2,4,3.9,0.21
05-10-2008,Female,Service,Yes,1,3,2.8,0.12
27-02-2008,Female,Product,Yes,2,3,4.1,0.22
16-05-2008,Male,Service,No,2,,4.8,0.38
10-02-2008,Male,Service,Yes,2,5,6.8,
27-03-2008,Male,Product,Yes,2,4,5.4,0.42
27-02-2008,Male,Service,No,3,7,7.6,0.62
07-08-2008,Female,Service,No,1,3,,0.31
05-01-2008,Male,Service,No,3,5,5.7,0.47
16-12-2008,Male,Service,No,4,,6.9,0.56
29-08-2008,Female,Product,Yes,3,4,5.3,0.47
19-06-2008,Female,Service,No,2,5,6.7,0.52
19-04-2008,Male,Service,No,3,,6.2,0.43
25-06-2008,Female,Service,No,3,4,6.3,0.42
20-06-2008,Male,Service,Yes,1,3,4.2,0.3
05-01-2008,Female,Product,Yes,1,3,,0.31
21-09-2008,Female,Product,Yes,3,5,5.2,0.47
05-12-2008,Female,Product,No,3,5,,0.48
28-01-2008,Female,Service,Yes,2,4,,0.23
30-03-2008,Female,Product,No,3,5,7.7,0.59
23-07-2008,Male,Product,Yes,1,2,3,0.17
17-06-2008,Male,Service,Yes,1,4,6.1,0.43
30-08-2008,Female,Product,Yes,3,6,6.9,0.66
20-05-2008,Female,Service,No,2,2,,0.24
24-11-2008,Male,Service,Yes,2,3,4.9,0.28
13-05-2008,Female,Service,Yes,0,1,1.5,0.04
25-11-2008,Male,Service,No,2,6,7.5,0.68
29-10-2008,Female,Product,Yes,4,,7.3,0.69
27-03-2008,Female,Product,No,5,10,10,0.92
13-11-2008,Male,Service,No,2,5,6.1,0.54
21-01-2008,Female,Service,No,4,6,6.7,0.63
02-11-2008,Female,Product,Yes,3,7,7.9,0.7
17-10-2008,Female,Service,No,2,6,7.6,0.68
06-07-2008,Female,Service,No,3,5,7.1,0.64
25-01-2008,Male,Product,Yes,5,8,7.8,0.77
23-09-2008,Male,Service,Yes,1,1,3.5,
05-02-2008,Male,Service,No,2,5,,0.61
04-12-2008,Female,Service,Yes,3,5,4.2,0.34
15-01-2008,Female,Service,Yes,4,7,5.5,0.49
18-12-2008,Male,Product,Yes,1,2,4.7,0.31
30-01-2008,Female,Product,Yes,3,4,4.7,0.39
10-10-2008,Female,Service,Yes,1,3,4.8,0.33
28-08-2008,Male,Service,Yes,1,2,2.1,0.16
13-10-2008,Male,Service,No,4,7,7.1,0.68
04-10-2008,Female,Service,Yes,2,3,,0.35
29-07-2008,Female,Service,Yes,3,5,5.8,0.36
15-11-2008,Male,Service,Yes,4,8,,0.63
16-11-2008,Male,Service,Yes,4,6,8.1,0.64
21-07-2008,Male,Product,No,3,7,8.8,0.71
09-08-2008,Male,Service,Yes,1,3,5.1,0.34
06-01-2008,Male,Service,No,2,5,6.8,0.6
26-10-2008,Male,Product,Yes,2,4,2.3,0.19
26-07-2008,Male,Product,Yes,2,5,6.3,0.56
17-10-2008,Male,Product,No,2,4,5.9,
06-10-2008,Female,Service,Yes,1,4,5.9,0.56
26-07-2008,Male,Service,No,4,9,,1
15-01-2008,Male,Service,Yes,1,2,4,0.26
29-03-2008,Female,Product,Yes,3,6,,0.41
13-03-2008,Male,Product,Yes,1,3,5.9,0.5
01-03-2008,Male,Product,No,3,7,8.8,0.8
17-11-2008,Male,Service,Yes,5,9,9.8,1
02-12-2008,Male,Product,Yes,3,5,4.9,0.32
19-12-2008,Female,Service,Yes,2,4,6.2,0.43
04-09-2008,Female,Service,Yes,3,6,6.7,0.48
24-08-2008,Female,Service,No,1,2,4.4,0.24
27-07-2008,Female,Service,Yes,1,3,5,0.29
27-06-2008,Male,Product,Yes,3,5,3.9,0.33
18-05-2008,Male,Product,Yes,2,5,5.7,0.37
27-08-2008,Male,Product,No,2,4,6.7,0.54
08-02-2008,Female,Service,Yes,2,3,,
12-01-2008,Male,Product,Yes,2,4,5,0.25
31-03-2008,Female,Product,Yes,2,4,7.8,0.6
27-06-2008,Female,Product,Yes,0,1,3.1,0.11
07-06-2008,Male,Service,No,2,4,4.8,0.3
28-06-2008,Male,Service,No,2,5,5.7,0.51
16-08-2008,Male,Service,Yes,3,6,4.9,0.35
07-01-2008,Female,Product,No,1,4,4.4,0.3
23-02-2008,Male,Product,No,2,4,7,0.49
27-11-2008,Female,Service,No,2,6,8,0.62
12-09-2008,Female,Product,No,2,4,,0.38
31-05-2008,Male,Service,No,3,6,9,0.75
05-03-2008,Male,Service,Yes,2,,5.8,0.36
28-07-2008,Male,Service,No,2,4,6,0.36
02-07-2008,Female,Service,Yes,2,5,6.7,0.44
15-05-2008,Female,Service,Yes,1,2,4.5,0.28
21-11-2008,Male,Product,Yes,4,6,,0.65
08-02-2008,Male,Product,Yes,5,9,9.8,0.93
27-03-2008,Female,Service,No,3,6,,
13-02-2008,Female,Service,Yes,2,3,6.8,0.5
11-07-2008,Female,Service,Yes,2,4,5.5,0.44
25-05-2008,Male,Service,Yes,2,4,6.5,0.43
28-08-2008,Female,Service,No,2,4,5.2,0.32
07-10-2008,Male,Service,Yes,3,5,5.8,0.49
